Network Name,Latitude,Longitude,EOV sampled,Year Start,Year End,sampling site name,Depth,Habitat Type,Country,Locality,PI
Global ARMS Program,13.66,120.89,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",2/29/12,3/31/15,VIP-10_2012_C,5 meters,NA,Philippines,Batalang Bato,Molly Timmers
Global ARMS Program,13.69,120.89,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",3/14/12,3/31/15,VIP-07_2012_C,4 meters,NA,Philippines,Twin Rocks,Molly Timmers
Global ARMS Program,13.69,120.91,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",N/A,ongoing,2018_PHIL_27,100 meters,NA,Philippines,NA,Luiz Rocha
Global ARMS Program,13.71,120.87,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",3/13/12,3/31/15,VIP-05_2012_C,4 meters,NA,Philippines,Arthur's Reef,Molly Timmers
Global ARMS Program,13.71,120.88,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",3/13/12,3/31/15,VIP-06_2012_C,5 meters,NA,Philippines,Arthur's Reef,Molly Timmers
Global ARMS Program,13.72,120.87,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",3/12/12,3/31/15,VIP-04_2012_C,5 meters,NA,Philippines,Koala Reserve Area,Molly Timmers
Global ARMS Program,13.73,120.88,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",3/11/12,3/31/15,VIP-02_2012_C,5 meters,NA,Philippines,Batong Bay,Molly Timmers
Global ARMS Program,14.16,145.15,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/08,12/31/10,ROT-06_2009_C,14 meters,Forereef,Northern Mariana Islands,Rota,Molly Timmers
Global ARMS Program,15.1,145.74,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",4/10/14,ongoing,SAI-05_2014_C,17 meters,Forereef,Northern Mariana Islands,Saipan,Molly Timmers
Global ARMS Program,15.16,145.69,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/10,12/31/13,SAI-06_2011_C,11 meters,Forereef,Northern Mariana Islands,Saipan,Molly Timmers
Global ARMS Program,15.26,145.82,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",4/10/14,ongoing,SAI-20_2014_C,17 meters,Forereef,Northern Mariana Islands,Saipan,Molly Timmers
Global ARMS Program,15.27,145.79,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/10,12/31/13,SAI-08_2011_B,9 meters,Forereef,Northern Mariana Islands,Saipan,Molly Timmers
Global ARMS Program,15.29,145.81,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",4/12/14,ongoing,SAI-21_2014_C,14 meters,Forereef,Northern Mariana Islands,Saipan,Molly Timmers
Global ARMS Program,16.44,-88.2,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",1/7/17,ongoing,LBC_subsite13_3,2 meters,coral,Belize,NA,Lisa Carne
Global ARMS Program,16.45,-88.2,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",1/7/17,ongoing,LBC_unreplenished_3,2 meters,coral,Belize,NA,Lisa Carne
Global ARMS Program,16.5,-88.17,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",1/28/17,ongoing,Moho_plot3_3,2 meters,coral,Belize,NA,Lisa Carne
Global ARMS Program,16.67,42.54,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",7/31/14,ongoing,RSF13_03,10 meters,Nearshore reef,Saudi Arabia,Farasan,Susana Carvalho
Global ARMS Program,16.72,-169.52,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/09,12/31/11,JOH-11_2010_C,12 meters,Lagoon,United States of America,Johnston,Molly Timmers
Global ARMS Program,16.75,-169.52,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/09,12/31/11,JOH-12_2010_C,12 meters,Lagoon,United States of America,Johnston,Molly Timmers
Global ARMS Program,16.76,-169.51,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/09,12/31/11,JOH-10_2010_C,14 meters,Lagoon,United States of America,Johnston,Molly Timmers
Global ARMS Program,16.79,42.19,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",1/31/15,ongoing,R24_03,8 meters,Midshore reef,Saudi Arabia,Farasan,Susana Carvalho
Global ARMS Program,16.79,-88.08,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",9/30/12,ongoing,CAR-01_9,10 meters,Coral reef,Belize,Carrie Bow Cay,Matthieu Leray
Global ARMS Program,16.8,-88.08,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",9/30/12,ongoing,CAR-03_9,10 meters,Coral reef,Belize,Carrie Bow Cay,Matthieu Leray
Global ARMS Program,16.87,42.25,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",1/31/15,ongoing,R18_03,8 meters,Nearshore reef,Saudi Arabia,Farasan,Susana Carvalho
Global ARMS Program,16.9,41.57,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",1/31/15,ongoing,R22_03,9 meters,Offshore reef,Saudi Arabia,Farasan,Susana Carvalho
Global ARMS Program,17.17,-87.48,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/15/15,ongoing,CalCa-02,2 meters,Patch Reef,Belize,Calabash Caye,Nathan Stewart
Global ARMS Program,17.93,-67.05,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",11/8/10,ongoing,PUR-02_3,15 meters,Forereef,Puerto Rico,Puerto Rico,Ernesto Weil
Global ARMS Program,17.93,-67.02,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",11/8/10,ongoing,PUR-01_3,15 meters,Forereef,Puerto Rico,Puerto Rico,Ernesto Weil
Global ARMS Program,17.95,-67.04,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",11/8/10,ongoing,PUR-03_3,13 meters,Forereef,Puerto Rico,Puerto Rico,Ernesto Weil
Global ARMS Program,18.05,145.71,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",4/20/14,ongoing,PAG-20_2014_C,15 meters,Forereef,Northern Mariana Islands,Pagan,Molly Timmers
Global ARMS Program,18.07,145.71,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/10,12/31/13,PAG-09_2011_C,11 meters,Forereef,Northern Mariana Islands,Pagan,Molly Timmers
Global ARMS Program,18.09,145.74,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/08,12/31/10,PAG-06_2009_C,14 meters,Forereef,Northern Mariana Islands,Pagan,Molly Timmers
Global ARMS Program,18.1,145.76,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",4/19/14,ongoing,PAG-13_2014_C,14 meters,Forereef,Northern Mariana Islands,Pagan,Molly Timmers
Global ARMS Program,18.11,145.79,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/10,12/31/13,PAG-01_2011_C,11 meters,Forereef,Northern Mariana Islands,Pagan,Molly Timmers
Global ARMS Program,18.12,145.76,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/10,12/31/13,PAG-05_2011_C,12 meters,Forereef,Northern Mariana Islands,Pagan,Molly Timmers
Global ARMS Program,18.12,145.75,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",4/22/14,ongoing,PAG-22_2014_C,14 meters,Forereef,Northern Mariana Islands,Pagan,Molly Timmers
Global ARMS Program,18.17,145.79,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",4/21/14,ongoing,PAG-21_2014_C,15 meters,Forereef,Northern Mariana Islands,Pagan,Molly Timmers
Global ARMS Program,18.94,-155.69,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/07,12/31/09,HAW-14_2008_C,12 meters,Forereef,United States of America,Hawaii,Molly Timmers
Global ARMS Program,18.97,-155.73,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/09,12/31/12,HAW-22_2010_C,15 meters,Forereef,United States of America,Hawaii,Molly Timmers
Global ARMS Program,19.04,-155.88,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/09,12/31/12,HAW-24_2010_C,15 meters,Forereef,United States of America,Hawaii,Molly Timmers
Global ARMS Program,19.06,-155.55,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",8/6/13,ongoing,HAW-48_2013_C,13 meters,Forereef,United States of America,Hawaii,Molly Timmers
Global ARMS Program,19.24,-155.9,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",8/3/13,ongoing,HAW-43_2013_C,15 meters,Forereef,United States of America,Hawaii,Molly Timmers
Global ARMS Program,19.27,166.65,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/10,12/31/13,WAK-09_2011_C,14 meters,Forereef,United States of America,Wake,Molly Timmers
Global ARMS Program,19.28,166.63,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",3/15/14,ongoing,WAK-01_2014_C,16 meters,Forereef,United States of America,Wake,Molly Timmers
Global ARMS Program,19.31,166.65,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",3/17/14,ongoing,WAK-24_2014_C,15 meters,Forereef,United States of America,Wake,Molly Timmers
Global ARMS Program,19.31,166.6,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/08,12/31/10,WAK-10_2009_C,2 meters,Lagoon,United States of America,Wake,Molly Timmers
Global ARMS Program,19.32,166.63,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",3/17/14,ongoing,WAK-23_2014_C,14 meters,Forereef,United States of America,Wake,Molly Timmers
Global ARMS Program,19.32,166.59,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",3/16/14,ongoing,WAK-08_2014_C,12 meters,Forereef,United States of America,Wake,Molly Timmers
Global ARMS Program,19.32,166.6,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/10,12/31/13,WAK-08_2011_A,12 meters,Forereef,United States of America,Wake,Molly Timmers
Global ARMS Program,19.34,-81.39,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",11/15/10,ongoing,GCA-03-03,13 meters,Forereef,Cayman Islands,Grand Cayman,John Bothwell
Global ARMS Program,19.36,-81.39,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",11/14/10,ongoing,GCA-02-03,12 meters,Forereef,Cayman Islands,Grand Cayman,John Bothwell
Global ARMS Program,19.36,-81.4,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",11/14/10,ongoing,GCA-01-03,12 meters,Forereef,Cayman Islands,Grand Cayman,John Bothwell
Global ARMS Program,19.49,-154.82,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",8/5/13,ongoing,HAW-46_2013_C,12 meters,Forereef,United States of America,Hawaii,Molly Timmers
Global ARMS Program,19.85,-155.26,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",N/A,ongoing,2018_HI_AIS4,8 meters,reef,United States of America,NA,Scott Godwin
Global ARMS Program,19.9,40.52,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",4/30/15,ongoing,AL_R3_03,9 meters,Nearshore reef,Saudi Arabia,Al Brakeet,Susana Carvalho
Global ARMS Program,20.01,145.21,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",4/27/14,ongoing,MAU-20_2014_C,15 meters,Forereef,Northern Mariana Islands,Maug,Molly Timmers
Global ARMS Program,20.01,145.23,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/10,12/31/13,MAU-04_2011_C,15 meters,Forereef,Northern Mariana Islands,Maug,Molly Timmers
Global ARMS Program,20.02,145.24,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",5/3/14,ongoing,MAU-12_2014_C,14 meters,Forereef,Northern Mariana Islands,Maug,Molly Timmers
Global ARMS Program,20.03,145.21,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/10,12/31/13,MAU-09_2011_A,17 meters,Forereef,Northern Mariana Islands,Maug,Molly Timmers
Global ARMS Program,20.04,145.22,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",5/2/14,ongoing,MAU-05_2014_C,15 meters,Forereef,Northern Mariana Islands,Maug,Molly Timmers
Global ARMS Program,20.12,40.22,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",4/30/15,ongoing,AL_R7_03,1900 meters,Nearshore reef,Saudi Arabia,Shi'b Habil,Susana Carvalho
Global ARMS Program,20.14,40.23,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",4/30/15,ongoing,AL_R2_03,9 meters,Nearshore reef,Saudi Arabia,Al Lith Coast guard,Susana Carvalho
Global ARMS Program,20.27,-155.86,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",8/2/13,ongoing,HAW-41_2013_C,13 meters,Forereef,United States of America,Hawaii,Molly Timmers
Global ARMS Program,20.49,39.63,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",4/30/15,ongoing,AL_R5_03,9 meters,Nearshore reef,Saudi Arabia,Al Mojermah,Susana Carvalho
Global ARMS Program,20.49,-157.3,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",N/A,ongoing,2018_MA_AIS4,8 meters,reef,United States of America,NA,Scott Godwin
Global ARMS Program,20.76,-155.98,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/09,12/31/12,MAI-01_2010_C,12 meters,Forereef,United States of America,Maui,Molly Timmers
Global ARMS Program,21.07,39.2,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",5/31/14,ongoing,JDH_03_06,10 meters,Nearshore reef,Saudi Arabia,South of Jeddah; Qaham reef,Susana Carvalho
Global ARMS Program,21.22,39.12,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",5/31/14,ongoing,JDH_02_06,10 meters,Nearshore reef,Saudi Arabia,South of Jeddah,Susana Carvalho
Global ARMS Program,21.26,-157.86,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",N/A,ongoing,2018_OA_AIS4,8 meters,reef,United States of America,NA,Scott Godwin
Global ARMS Program,21.29,-157.87,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/08,12/31/11,OAH-ARMS-G03_2009_F,12 meters,Forereef,United States of America,Oahu,Molly Timmers
Global ARMS Program,21.31,-158.13,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",9/17/13,ongoing,OAH-21_2013_C,15 meters,Forereef,United States of America,Oahu,Molly Timmers
Global ARMS Program,21.32,-157.65,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/09,12/31/12,OAH-12_2010_C,15 meters,Forereef,United States of America,Oahu,Molly Timmers
Global ARMS Program,21.38,-157.69,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/07,12/31/09,OAH-15_2008_B,14 meters,Forereef,United States of America,Oahu,Molly Timmers
Global ARMS Program,21.41,-157.71,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/07,12/31/09,OAH-14_2008_A,14 meters,Forereef,United States of America,Oahu,Molly Timmers
Global ARMS Program,21.43,-157.79,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",1/29/16,ongoing,KANBLZARMS12,6 meters,Patch Reef,United States of America,Kaneohe Bay,Mary Hagedorn
Global ARMS Program,21.45,-157.8,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",1/29/16,ongoing,KANBLZARMS17,5 meters,Patch Reef,United States of America,Kaneohe Bay,Mary Hagedorn
Global ARMS Program,21.45,39.1,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",5/31/14,ongoing,JDH_01_06,10 meters,Nearshore reef,Saudi Arabia,Jeddah harbour; Janib Sa'ara reef,Susana Carvalho
Global ARMS Program,21.46,-157.82,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",1/29/16,ongoing,KANBLZARMS27,5 meters,Patch Reef,United States of America,Kaneohe Bay,Mary Hagedorn
Global ARMS Program,21.48,-157.83,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",1/29/16,ongoing,KANBLZARMS32,5 meters,Patch Reef,United States of America,Kaneohe Bay,Mary Hagedorn
Global ARMS Program,21.48,-157.78,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",10/21/13,ongoing,OAH-22_2013_C,13 meters,Forereef,United States of America,Oahu,Molly Timmers
Global ARMS Program,21.49,-157.84,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",1/29/16,ongoing,KANBLZARMS37,3 meters,Patch Reef,United States of America,Kaneohe Bay,Mary Hagedorn
Global ARMS Program,21.49,-157.83,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",1/29/16,ongoing,KANBLZARMS42,10 meters,Patch Reef,United States of America,Kaneohe Bay,Mary Hagedorn
Global ARMS Program,21.59,-158.18,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",8/17/13,ongoing,OAH-20_2013_C,14 meters,Forereef,United States of America,Oahu,Molly Timmers
Global ARMS Program,21.89,-159.61,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/09,12/31/12,KAU-06_2010_B,12 meters,Forereef,United States of America,Kauai,Molly Timmers
Global ARMS Program,21.93,-159.66,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/07,12/31/09,KAU-12_2008_B,17 meters,Forereef,United States of America,Kauai,Molly Timmers
Global ARMS Program,21.99,-159.57,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",N/A,ongoing,2018_KA_AIS4,8 meters,reef,United States of America,NA,Scott Godwin
Global ARMS Program,22.09,38.77,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",5/31/15,ongoing,ABM_06,10 meters,Offshore reef,Saudi Arabia,Abu Madafi,Susana Carvalho
Global ARMS Program,22.13,38.97,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",5/31/15,ongoing,ASTF_06,9 meters,Midshore reef,Saudi Arabia,Abu Shootaf,Susana Carvalho
Global ARMS Program,22.16,-159.73,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/07,12/31/09,KAU-14_2008_B,16 meters,Forereef,United States of America,Kauai,Molly Timmers
Global ARMS Program,22.16,-159.3,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/09,12/31/12,KAU-02_2010_B,14 meters,Forereef,United States of America,Kauai,Molly Timmers
Global ARMS Program,22.17,-159.68,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/09,12/31/12,KAU-08_2010_B,12 meters,Forereef,United States of America,Kauai,Molly Timmers
Global ARMS Program,22.19,114.13,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",1/16/18,1/16/19,2018_HKARMS_27,4 meters,rocky bottom,China,South,David M. Baker
Global ARMS Program,22.21,114.26,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",1/16/18,1/16/19,2018_HKARMS_24,4 meters,patchy coral communities,China,East,David M. Baker
Global ARMS Program,22.22,38.95,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",5/31/15,ongoing,ALFS_06,9 meters,Midshore reef,Saudi Arabia,Al Fahal South,Susana Carvalho
Global ARMS Program,22.23,39.03,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",1/31/13,4/30/15,KST-01_3,10 meters,Coral reef,Saudi Arabia,KAUST,Matthieu Leray
Global ARMS Program,22.28,113.89,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",1/17/18,1/17/19,2018_HKARMS_30,4 meters,silty bottom,China,South,David M. Baker
Global ARMS Program,22.29,39.04,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",5/31/15,ongoing,ASHA_06,12 meters,Nearshore reef,Saudi Arabia,Abu Shoosha,Susana Carvalho
Global ARMS Program,22.29,114.03,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",1/17/18,1/17/19,2018_HKARMS_33,4 meters,sandy bottom,China,South,David M. Baker
Global ARMS Program,22.3,38.96,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",1/31/13,4/30/15,KST-02_3,10 meters,Coral reef,Saudi Arabia,KAUST,Matthieu Leray
Global ARMS Program,22.32,38.85,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",1/31/13,4/30/15,KST-03_6,10 meters,Coral reef,Saudi Arabia,KAUST,Matthieu Leray
Global ARMS Program,22.32,114.35,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",1/15/18,1/15/19,2018_HKARMS_21,4 meters,patchy coral communities,China,East,David M. Baker
Global ARMS Program,22.37,39.05,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",5/31/15,ongoing,KAEC_06,12 meters,Nearshore reef,Saudi Arabia,Ra's Khurmah,Susana Carvalho
Global ARMS Program,22.44,114.22,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",1/14/18,1/14/19,2018_HKARMS_15,4 meters,sandy bottom,China,Northeast,David M. Baker
Global ARMS Program,22.54,114.44,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",1/15/18,1/15/19,2018_HKARMS_18,4 meters,patchy coral communities,China,Northeast,David M. Baker
Global ARMS Program,22.65,38.95,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",5/31/15,ongoing,AWS_06,10 meters,Midshore reef,Saudi Arabia,Al Wasel south,Susana Carvalho
Global ARMS Program,22.67,38.94,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",5/31/15,ongoing,AWN_06,12 meters,Midshore reef,Saudi Arabia,Al Wasel north,Susana Carvalho
Global ARMS Program,23.25,119.65,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",1/10/11,1/10/12,Tong_9,5 meters,Cora,"Taiwan, Republic of China",TongGee,Ryuji Machida
Global ARMS Program,23.53,119.55,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",1/10/11,1/10/12,Chin_9,5 meters,Cora,"Taiwan, Republic of China",ChinWan Inner Bay,Ryuji Machida
Global ARMS Program,23.63,-166.13,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/09,12/31/12,FFS-34_2010_C,10 meters,Forereef,United States of America,French Frigate Shoals,Molly Timmers
Global ARMS Program,23.64,-166.19,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",9/5/13,ongoing,FFS-40_2013_C,14 meters,Forereef,United States of America,French Frigate Shoals,Molly Timmers
Global ARMS Program,23.64,-166.18,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",10/24/06,ongoing,FFS-Census4_2006_C,13 meters,Forereef,United States of America,French Frigate Shoals,Molly Timmers
Global ARMS Program,23.7,-166.06,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",10/18/06,ongoing,FFS-Census1_2006_C,13 meters,Forereef,United States of America,French Frigate Shoals,Molly Timmers
Global ARMS Program,23.79,-166.23,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/09,12/31/12,FFS-35_2010_C,9 meters,Lagoon,United States of America,French Frigate Shoals,Molly Timmers
Global ARMS Program,23.79,-166.25,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",9/5/13,ongoing,FFS-41_2013_C,14 meters,Forereef,United States of America,French Frigate Shoals,Molly Timmers
Global ARMS Program,23.81,-166.23,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/09,12/31/12,FFS-32_2010_C,8 meters,Lagoon patch reef,United States of America,French Frigate Shoals,Molly Timmers
Global ARMS Program,23.84,-166.12,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",9/6/13,ongoing,FFS-44_2013_C,17 meters,Forereef,United States of America,French Frigate Shoals,Molly Timmers
Global ARMS Program,23.84,-166.27,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",10/24/06,ongoing,FFS-Census3_2006_C,10 meters,Lagoon,United States of America,French Frigate Shoals,Molly Timmers
Global ARMS Program,23.87,-166.21,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",10/21/06,ongoing,FFS-Census2_2006_C,3 meters,Backreef,United States of America,French Frigate Shoals,Molly Timmers
Global ARMS Program,23.88,-166.29,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",9/6/13,ongoing,FFS-42_2013_C,17 meters,Forereef,United States of America,French Frigate Shoals,Molly Timmers
Global ARMS Program,23.88,-166.27,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",12/31/07,12/31/09,FFS-H6_2008_A,12 meters,Forereef,United States of America,French Frigate Shoals,Molly Timmers
Global ARMS Program,24.54,-81.41,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",1/11/11,1/2/17,FK_Looe03C,12 meters,fore reef,United States of America,Looe Key Reef,Rüdiger Bieler
Global ARMS Program,24.61,-82.87,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",7/10/12,ongoing,DRY-01_2012_C,12 meters,Forereef,United States of America,Dry Tortugas,Molly Timmers
Global ARMS Program,24.62,-82.87,"benthic invertebrates, vertebrates, microbes, algae - we monitor whole ecosystem using metabarcoding",7/10/12,ongoing,DRY-03_2012_C,12 meters,Forereef,United States of America,Dry Tortugas,Molly Timmers
