Latitude_org,"N,S",Longitude_org,"E,W",Latitude,Longitude
42.75,N,145.45,E,42.75,145.45
42.753,N,169.005,W,42.75,-169
42.767,N,144.467,E,42.77,144.47
42.778,N,171.167,E,42.78,171.17
42.783,N,145.333,E,42.78,145.33
42.783,N,148.117,E,42.78,148.12
42.783,N,149.467,E,42.78,149.47
42.788,N,170.993,E,42.79,170.99
42.813,NA,179.033,E,42.81,179.03
42.817,N,145.017,E,42.82,145.02
42.817,N,145.566,E,42.82,145.57
42.817,N,166.998,E,42.82,167
42.82,N,145.49,E,42.82,145.49
42.828,N,145.447,E,42.83,145.45
42.83,NA,144.83,E,42.83,144.83
42.83,N,144.84,E,42.83,144.84
42.83,N,145,E,42.83,145
42.83,N,145.5,E,42.83,145.5
42.83,N,162.858,E,42.83,162.86
42.832,NA,144.818,E,42.83,144.82
42.832,N,155.013,E,42.83,155.01
42.832,N,166.997,E,42.83,167
42.832,N,155.013,W,42.83,-155.01
42.833,N,145.083,E,42.83,145.08
42.833,N,145.333,E,42.83,145.33
42.836,NA,144.828,E,42.84,144.83
42.837,N,145.452,E,42.84,145.45
42.838,N,154.897,E,42.84,154.9
42.839,NA,144.838,E,42.84,144.84
42.857,NA,163.035,E,42.86,163.03
42.86,N,165.9,E,42.86,165.9
42.865,N,176.997,W,42.87,-177
42.875,NA,179,E,42.88,179
42.883,N,146.95,E,42.88,146.95
42.885,N,171.003,E,42.88,171
42.9,N,145.54,E,42.9,145.54
42.9,N,148.283,E,42.9,148.28
42.9,N,149.35,E,42.9,149.35
42.902,N,155.097,E,42.9,155.1
42.903,N,168.85,E,42.9,168.85
42.905,NA,155.105,E,42.91,155.1
42.915,N,168.99,W,42.91,-168.99
42.916,NA,145.476,E,42.92,145.48
42.917,NA,145.474,E,42.92,145.47
42.917,N,145.65,E,42.92,145.65
42.917,N,145.75,E,42.92,145.75
42.933,N,150.017,E,42.93,150.02
42.95,N,150.05,E,42.95,150.05
42.957,N,175.085,E,42.96,175.09
42.967,NA,144.958,E,42.97,144.96
42.967,NA,162.88,E,42.97,162.88
42.967,N,145.683,E,42.97,145.68
42.967,N,146.567,E,42.97,146.57
42.968,N,153.847,E,42.97,153.85
42.97,N,145.6,E,42.97,145.6
42.978,N,169.008,W,42.98,-169.01
42.982,N,153.952,E,42.98,153.95
42.983,N,145.917,E,42.98,145.92
42.983,N,146.05,E,42.98,146.05
42.983,N,150,E,42.98,150
42.987,N,177.002,W,42.99,-177
42.988,N,155,E,42.99,155
42.988,N,178.643,E,42.99,178.64
42.993,N,172.995,W,42.99,-173
42.995,N,154.932,E,42.99,154.93
42.997,N,173.01,E,43,173.01
42.998,NA,145.243,E,43,145.24
42.998,N,176.99,E,43,176.99
43,NA,146.25,E,43,146.25
43,NA,154.503,E,43,154.5
43,N,145.467,E,43,145.47
43,N,145.933,E,43,145.93
43,N,145.967,E,43,145.97
43,N,146,E,43,146
43,N,146.833,E,43,146.83
43,N,147.667,E,43,147.67
43,N,147.833,E,43,147.83
43,N,148,E,43,148
43,N,148.167,E,43,148.17
43,N,148.5,E,43,148.5
43,N,149,E,43,149
43,N,149.333,E,43,149.33
43,N,149.617,E,43,149.62
43,N,149.633,E,43,149.63
43,N,150,E,43,150
43,N,153.993,E,43,153.99
43,N,159,E,43,159
43,N,165.002,E,43,165
43,N,166.917,E,43,166.92
43.0001,N,154.3008,E,43,154.3
43.003,N,162.992,E,43,162.99
43.005,N,173.003,W,43.01,-173
43.007,N,177.003,W,43.01,-177
43.01,N,163.02,E,43.01,163.02
43.017,N,147.817,E,43.02,147.82
43.027,N,171,E,43.03,171
43.028,N,170.358,E,43.03,170.36
43.033,N,146,E,43.03,146
43.05,N,146.4,E,43.05,146.4
43.05,N,147.55,E,43.05,147.55
43.053,N,172.948,W,43.05,-172.95
43.06,N,166.01,E,43.06,166.01
43.078,N,145.828,E,43.08,145.83
43.085,N,150.01,E,43.09,150.01
43.085,N,150.01,W,43.09,-150.01
43.117,NA,144.917,E,43.12,144.92
43.117,N,149.717,E,43.12,149.72
43.12,N,145.53,E,43.12,145.53
43.133,N,147.817,E,43.13,147.82
43.145,NA,153.658,E,43.15,153.66
43.16,N,174.957,E,43.16,174.96
43.183,N,146.333,E,43.18,146.33
43.183,N,146.367,E,43.18,146.37
43.187,N,167.002,E,43.19,167
43.195,N,171,E,43.2,171
43.198,N,155.005,E,43.2,155
43.21,N,179.003,E,43.21,179
43.232,N,171.197,E,43.23,171.2
43.233,N,147.15,E,43.23,147.15
43.233,N,148.6,E,43.23,148.6
43.233,N,160,E,43.23,160
43.233,N,160,W,43.23,-160
43.248,N,175.007,E,43.25,175.01
43.248,N,164.99,W,43.25,-164.99
43.248,N,168.992,W,43.25,-168.99
43.248,N,176.992,W,43.25,-176.99
43.252,N,177.002,W,43.25,-177
43.258,N,168.998,W,43.26,-169
43.262,N,170.993,E,43.26,170.99
43.287,NA,155.143,E,43.29,155.14
43.29,N,160.2,E,43.29,160.2
43.2935,N,155.2966,E,43.29,155.3
43.3,N,146.95,E,43.3,146.95
43.31,N,155.173,E,43.31,155.17
43.317,N,149.95,E,43.32,149.95
43.318,N,172.997,W,43.32,-173
43.32,NA,165.11,E,43.32,165.11
43.32,N,168.91,E,43.32,168.91
43.328,N,170.995,E,43.33,171
43.333,N,147.567,E,43.33,147.57
43.333,N,147.583,E,43.33,147.58
43.333,N,148,E,43.33,148
43.333,N,148.483,E,43.33,148.48
43.35,N,148.4,E,43.35,148.4
43.35,N,148.533,E,43.35,148.53
43.365,N,162.06,E,43.37,162.06
43.367,N,148.867,E,43.37,148.87
43.38,N,145.38,E,43.38,145.38
43.383,N,146.75,E,43.38,146.75
43.383,N,171.012,E,43.38,171.01
43.393,N,153.818,E,43.39,153.82
43.407,N,155.002,E,43.41,155
43.417,N,146.983,E,43.42,146.98
43.433,N,147.05,E,43.43,147.05
43.433,N,148.833,E,43.43,148.83
43.44,N,158.893,E,43.44,158.89
43.467,N,155.5,E,43.47,155.5
43.475,NA,158.99,E,43.48,158.99
43.482,N,170.998,E,43.48,171
43.489,N,155.96,E,43.49,155.96
43.495,N,165.053,W,43.49,-165.05
43.498,N,171.003,E,43.5,171
43.5,N,147,E,43.5,147
43.5,N,147.667,E,43.5,147.67
43.5,N,148,E,43.5,148
43.5,N,148.067,E,43.5,148.07
43.5,N,148.75,E,43.5,148.75
43.5,N,148.85,E,43.5,148.85
43.5,N,149,E,43.5,149
43.5,N,149.217,E,43.5,149.22
43.5,N,149.233,E,43.5,149.23
43.5,N,149.5,E,43.5,149.5
43.5,N,149.683,E,43.5,149.68
43.5,N,164.992,W,43.5,-164.99
43.502,N,166.998,E,43.5,167
43.502,N,169.002,E,43.5,169
43.505,N,165.003,E,43.51,165
43.512,NA,155.468,E,43.51,155.47
43.512,N,159.03,E,43.51,159.03
43.522,NA,155.534,E,43.52,155.53
43.525,N,154.373,E,43.52,154.37
43.525,N,165.158,E,43.52,165.16
43.525,N,165.158,W,43.52,-165.16
43.55,N,149.5,E,43.55,149.5
43.565,N,163.025,E,43.56,163.03
43.567,NA,163.012,E,43.57,163.01
43.567,N,147.15,E,43.57,147.15
43.575,N,149.548,E,43.58,149.55
43.575,N,149.548,W,43.58,-149.55
43.587,N,177,W,43.59,-177
43.5999,N,156.301,E,43.6,156.3
43.6,N,155.103,E,43.6,155.1
43.628,N,162.837,E,43.63,162.84
43.63,N,167.535,E,43.63,167.53
43.633,N,148.5,E,43.63,148.5
43.64,N,162.96,E,43.64,162.96
43.65,N,147.333,E,43.65,147.33
43.658,N,162.998,E,43.66,163
43.667,N,147.317,E,43.67,147.32
43.667,N,147.333,E,43.67,147.33
43.667,N,147.337,E,43.67,147.34
43.667,N,163.498,E,43.67,163.5
43.67,N,168.253,E,43.67,168.25
43.683,N,147.983,E,43.68,147.98
43.692,N,158.122,E,43.69,158.12
43.705,NA,170.998,E,43.7,171
43.73,NA,158,E,43.73,158
43.738,N,170.998,E,43.74,171
43.74,N,156.28,E,43.74,156.28
43.743,N,177.015,W,43.74,-177.01
43.748,N,176.988,E,43.75,176.99
43.75,N,149.017,E,43.75,149.02
43.75,N,177,W,43.75,-177
43.763,N,164.978,W,43.76,-164.98
43.77,N,158.998,E,43.77,159
43.77,N,175.002,E,43.77,175
43.78,N,175.12,E,43.78,175.12
43.783,N,147.433,E,43.78,147.43
43.792,N,170.737,E,43.79,170.74
43.817,N,154.9,E,43.82,154.9
43.817,N,178.947,E,43.82,178.95
43.82,N,173.078,W,43.82,-173.08
43.842,N,179.147,E,43.84,179.15
43.843,N,179,E,43.84,179
43.853,NA,179.153,E,43.85,179.15
43.863,N,158.837,E,43.86,158.84
43.9,N,147.233,E,43.9,147.23
43.912,N,155.57,E,43.91,155.57
43.92,N,155.58,E,43.92,155.58
43.925,N,159.077,E,43.92,159.08
43.93,N,154.67,E,43.93,154.67
43.96,N,160.23,E,43.96,160.23
43.967,N,147.55,E,43.97,147.55
43.967,N,149.85,E,43.97,149.85
43.987,N,155.017,E,43.99,155.02
43.988,N,155.015,E,43.99,155.01
43.995,N,164.995,E,43.99,165
43.995,N,170.955,E,43.99,170.96
43.995,N,164.995,W,43.99,-165
44,N,146.003,E,44,146
44,N,147.917,E,44,147.92
44,N,148.817,E,44,148.82
44,N,148.833,E,44,148.83
44,N,148.85,E,44,148.85
44,N,149,E,44,149
44,N,149.1,E,44,149.1
44,N,149.5,E,44,149.5
44,N,149.517,E,44,149.52
44,N,150,E,44,150
44,N,156.5,E,44,156.5
44,N,169.05,E,44,169.05
44,N,146.003,W,44,-146
44.002,N,161.997,E,44,162
44.002,N,165.017,W,44,-165.02
44.002,N,168.992,W,44,-168.99
44.01,N,156.96,E,44.01,156.96
44.017,NA,157.227,E,44.02,157.23
44.017,N,145.317,E,44.02,145.32
44.018,N,159.615,E,44.02,159.62
44.018,N,159.615,W,44.02,-159.62
44.033,N,147.267,E,44.03,147.27
44.033,N,147.517,E,44.03,147.52
44.033,N,148.333,E,44.03,148.33
44.033,N,154.925,E,44.03,154.93
44.035,N,175.017,E,44.03,175.02
44.04,N,155.66,E,44.04,155.66
44.105,N,171,E,44.1,171
44.133,N,148.517,E,44.13,148.52
44.152,N,154.998,E,44.15,155
44.152,N,154.998,W,44.15,-155
44.16,N,159,E,44.16,159
44.16,N,168.81,E,44.16,168.81
44.168,N,166.998,E,44.17,167
44.17,NA,171.002,E,44.17,171
44.173,N,178.998,E,44.17,179
44.18,N,160.17,E,44.18,160.17
44.2,N,147.783,E,44.2,147.78
44.208,N,147.793,E,44.21,147.79
44.21,N,157.82,E,44.21,157.82
44.217,N,147.783,E,44.22,147.78
44.23,N,168.995,W,44.23,-169
44.25,N,145.467,E,44.25,145.47
44.25,N,149.25,E,44.25,149.25
44.25,N,150,E,44.25,150
44.25,N,165.67,E,44.25,165.67
44.253,N,165.01,W,44.25,-165.01
44.27,N,162.99,E,44.27,162.99
44.278,N,167.002,E,44.28,167
44.283,N,176.997,W,44.28,-177
44.2903,N,157.3068,E,44.29,157.31
44.317,N,148.067,E,44.32,148.07
44.333,N,148.55,E,44.33,148.55
44.333,N,148.567,E,44.33,148.57
44.35,N,149.983,E,44.35,149.98
44.365,N,171,E,44.37,171
44.372,N,160.107,E,44.37,160.11
44.375,N,163,E,44.38,163
44.383,N,148.55,E,44.38,148.55
44.392,N,177.002,W,44.39,-177
44.417,N,148.633,E,44.42,148.63
44.42,N,150.015,E,44.42,150.01
44.42,N,150.015,W,44.42,-150.01
44.448,N,177.01,E,44.45,177.01
44.462,N,168.983,W,44.46,-168.98
44.47,NA,160.56,E,44.47,160.56
44.477,N,156.03,E,44.48,156.03
44.483,NA,157.54,E,44.48,157.54
44.483,N,145.033,E,44.48,145.03
44.483,N,147.617,E,44.48,147.62
44.498,N,179,E,44.5,179
44.5,N,148,E,44.5,148
44.5,N,148.5,E,44.5,148.5
44.5,N,148.717,E,44.5,148.72
44.5,N,149,E,44.5,149
44.5,N,149.25,E,44.5,149.25
44.5,N,149.283,E,44.5,149.28
44.5,N,149.333,E,44.5,149.33
44.5,N,149.483,E,44.5,149.48
44.5,N,150,E,44.5,150
44.503,N,173.002,W,44.5,-173
44.514,N,157.499,E,44.51,157.5
44.517,N,157.65,E,44.52,157.65
44.52,NA,163.25,E,44.52,163.25
44.527,NA,157.479,E,44.53,157.48
44.55,N,169.49,E,44.55,169.49
44.565,N,175.035,E,44.56,175.03
44.578,N,169.85,E,44.58,169.85
44.578,N,177.063,W,44.58,-177.06
44.58,N,156.08,E,44.58,156.08
44.595,N,160.101,E,44.59,160.1
44.603,N,176.922,E,44.6,176.92
44.622,N,156.408,E,44.62,156.41
44.627,N,156.073,E,44.63,156.07
44.627,N,172.98,E,44.63,172.98
44.64,N,160.24,E,44.64,160.24
44.645,N,161.305,E,44.65,161.31
44.65,NA,168.35,E,44.65,168.35
44.652,N,176.992,W,44.65,-176.99
44.66,N,156,E,44.66,156
44.667,N,148,E,44.67,148
44.667,N,161.005,E,44.67,161
44.67,N,163.4,E,44.67,163.4
44.68,NA,156.35,E,44.68,156.35
44.682,N,156.305,E,44.68,156.31
44.682,N,157.143,E,44.68,157.14
44.69,N,156.27,E,44.69,156.27
44.7,N,148.267,E,44.7,148.27
44.7,N,148.933,E,44.7,148.93
44.71,N,171.67,E,44.71,171.67
44.71,N,178.997,E,44.71,179
44.725,N,161.47,E,44.73,161.47
44.747,N,154.95,E,44.75,154.95
44.747,N,154.95,W,44.75,-154.95
44.75,N,148.233,E,44.75,148.23
44.75,N,148.25,E,44.75,148.25
44.76,N,156.21,E,44.76,156.21
44.8,N,150,E,44.8,150
44.83,N,145.428,E,44.83,145.43
44.83,N,145.428,W,44.83,-145.43
44.832,N,159.688,E,44.83,159.69
44.833,N,145,E,44.83,145
44.833,N,146.7,E,44.83,146.7
44.84,N,160.33,E,44.84,160.33
44.89,N,149.43,E,44.89,149.43
44.89,N,149.43,W,44.89,-149.43
44.917,N,150.05,E,44.92,150.05
44.94,N,164.93,E,44.94,164.93
44.943,N,164.997,E,44.94,165
44.963,N,172.99,W,44.96,-172.99
44.973,N,163.448,E,44.97,163.45
44.978,NA,171.188,E,44.98,171.19
44.983,N,149.45,E,44.98,149.45
44.985,N,160.003,E,44.98,160
44.985,N,160.003,W,44.98,-160
44.987,N,158.97,E,44.99,158.97
44.99,N,157.99,E,44.99,157.99
44.992,N,158.982,E,44.99,158.98
44.998,N,179,E,45,179
45,N,149,E,45,149
45,N,149.5,E,45,149.5
45,N,157.16,E,45,157.16
45,N,157.997,E,45,158
45,N,163,E,45,163
45,N,167,E,45,167
45,N,167.01,E,45,167.01
45,N,169.002,W,45,-169
45.002,N,176.998,E,45,177
45.01,NA,165.2,E,45.01,165.2
45.025,N,166.998,E,45.02,167
45.055,N,160.564,E,45.05,160.56
45.055,N,165.97,E,45.05,165.97
45.058,N,161.272,E,45.06,161.27
45.06,N,159.3,E,45.06,159.3
45.07,N,157.16,E,45.07,157.16
45.08,N,163.445,E,45.08,163.44
45.095,N,165.663,E,45.09,165.66
45.095,N,169.665,E,45.09,169.66
45.133,N,149.75,E,45.13,149.75
45.142,N,156.486,E,45.14,156.49
45.15,N,149.217,E,45.15,149.22
45.15,N,165.02,W,45.15,-165.02
45.167,N,146.667,E,45.17,146.67
45.2,NA,157,E,45.2,157
45.2,N,146.633,E,45.2,146.63
45.212,N,168.867,W,45.21,-168.87
45.25,N,149.783,E,45.25,149.78
45.253,N,172.987,E,45.25,172.99
45.255,N,176.988,E,45.26,176.99
45.26,N,170.998,E,45.26,171
45.267,N,149.8,E,45.27,149.8
45.288,N,176.235,E,45.29,176.24
45.2944,N,162.2883,E,45.29,162.29
45.2981,N,158.3143,E,45.3,158.31
45.3,N,159.112,E,45.3,159.11
45.305,NA,179.007,E,45.3,179.01
45.305,N,179.005,E,45.3,179
45.322,N,166.907,E,45.32,166.91
45.325,N,160.033,E,45.33,160.03
45.33,N,160,E,45.33,160
45.33,N,163.46,E,45.33,163.46
45.348,N,179.037,E,45.35,179.04
45.36,N,161.895,E,45.36,161.9
45.362,NA,170.973,E,45.36,170.97
45.366,N,157.284,E,45.37,157.28
45.367,N,150.033,E,45.37,150.03
45.37,N,172.61,E,45.37,172.61
45.38,N,176.972,W,45.38,-176.97
45.4,N,169.83,E,45.4,169.83
45.42,N,159.73,E,45.42,159.73
45.472,NA,158.511,E,45.47,158.51
45.475,NA,158.521,E,45.48,158.52
45.483,N,148.433,E,45.48,148.43
45.483,N,166.173,E,45.48,166.17
45.485,NA,162.537,E,45.48,162.54
45.5,NA,162.517,E,45.5,162.52
45.5,N,160.5,E,45.5,160.5
45.5,N,162.45,E,45.5,162.45
45.5,N,163.5,E,45.5,163.5
45.503,N,163,E,45.5,163
45.511,N,162.506,E,45.51,162.51
45.513,N,158.497,E,45.51,158.5
45.517,N,158.467,E,45.52,158.47
45.527,N,159.309,E,45.53,159.31
45.555,N,162.957,E,45.55,162.96
45.557,N,162.833,E,45.56,162.83
45.5999,N,161.4011,E,45.6,161.4
45.6,NA,160.68,E,45.6,160.68
45.63,N,166.451,E,45.63,166.45
45.65,N,154.553,E,45.65,154.55
45.65,N,154.553,W,45.65,-154.55
45.667,N,144,E,45.67,144
45.667,N,150.013,E,45.67,150.01
45.667,N,159.998,E,45.67,160
45.667,N,150.013,W,45.67,-150.01
45.67,N,158.01,E,45.67,158.01
45.67,N,158.5,E,45.67,158.5
45.673,N,162.002,E,45.67,162
45.683,N,159.16,E,45.68,159.16
45.683,N,159.325,E,45.68,159.32
45.688,N,171.008,E,45.69,171.01
45.69,N,158.96,E,45.69,158.96
45.693,N,158.485,E,45.69,158.49
45.717,N,176.687,E,45.72,176.69
45.72,N,160.05,E,45.72,160.05
45.725,N,174.86,E,45.73,174.86
45.772,NA,171.168,E,45.77,171.17
45.778,N,171.207,E,45.78,171.21
45.84,N,162.55,E,45.84,162.55
45.84,N,166.75,E,45.84,166.75
45.863,N,166.56,E,45.86,166.56
45.883,N,157.857,E,45.88,157.86
45.913,N,166.66,W,45.91,-166.66
45.915,N,172.998,W,45.91,-173
45.967,N,179,E,45.97,179
45.99,N,163.55,E,45.99,163.55
45.995,N,164.988,E,45.99,164.99
45.998,NA,161.668,E,46,161.67
46,NA,159.001,E,46,159
46,N,143.983,E,46,143.98
46,N,145.5,E,46,145.5
46,N,170,E,46,170
46,N,171,E,46,171
46,N,175,E,46,175
46.002,N,169.628,E,46,169.63
46.002,N,176.998,W,46,-177
46.01,N,169.51,E,46.01,169.51
46.017,N,146.017,E,46.02,146.02
46.033,N,148.017,E,46.03,148.02
46.097,N,166.997,E,46.1,167
46.098,N,162.2,E,46.1,162.2
46.098,N,163.317,E,46.1,163.32
46.106,N,162.452,E,46.11,162.45
46.133,N,159.01,E,46.13,159.01
46.136,N,159.8,E,46.14,159.8
46.16,N,163.34,E,46.16,163.34
46.162,N,149.438,E,46.16,149.44
46.162,N,149.438,W,46.16,-149.44
46.173,N,166.986,E,46.17,166.99
46.18,N,158.35,E,46.18,158.35
46.22,N,159.64,E,46.22,159.64
46.225,N,176.998,W,46.23,-177
46.233,N,179.03,E,46.23,179.03
46.26,N,166.36,E,46.26,166.36
46.268,N,175.015,E,46.27,175.01
46.28,N,172.67,E,46.28,172.67
46.29,N,171.28,E,46.29,171.28
46.2916,N,161.0005,E,46.29,161
46.293,N,178.998,E,46.29,179
46.293,N,179.997,E,46.29,180
46.3007,N,160.1993,E,46.3,160.2
46.3092,N,159.3109,E,46.31,159.31
46.31,N,169.528,E,46.31,169.53
46.33,N,158.83,E,46.33,158.83
46.33,N,161,E,46.33,161
46.333,N,160.002,E,46.33,160
46.333,N,163.138,E,46.33,163.14
46.335,N,164.998,E,46.34,165
46.357,N,158.83,E,46.36,158.83
46.39,N,162.35,E,46.39,162.35
46.42,N,155.02,E,46.42,155.02
46.42,N,155.02,W,46.42,-155.02
46.467,N,161,E,46.47,161
46.48,NA,160.98,E,46.48,160.98
46.483,N,159.517,E,46.48,159.52
46.489,NA,159.458,E,46.49,159.46
46.493,NA,160.958,E,46.49,160.96
46.499,NA,160.335,E,46.5,160.34
46.499,N,160.334,E,46.5,160.33
46.5,N,166.76,E,46.5,166.76
46.502,N,163.002,E,46.5,163
46.503,N,160.996,E,46.5,161
46.515,N,159.497,E,46.52,159.5
46.517,NA,159.538,E,46.52,159.54
46.535,N,167,E,46.53,167
46.613,N,160.622,E,46.61,160.62
46.615,N,160.622,E,46.62,160.62
46.648,N,169.498,E,46.65,169.5
46.668,N,165.035,E,46.67,165.03
46.67,N,163.35,E,46.67,163.35
46.67,N,163.65,E,46.67,163.65
46.67,N,163.99,E,46.67,163.99
46.67,N,165,E,46.67,165
46.67,N,166.56,E,46.67,166.56
46.67,N,166.92,E,46.67,166.92
46.67,N,169.5,E,46.67,169.5
46.68,N,159.02,E,46.68,159.02
46.74,N,160.07,E,46.74,160.07
46.748,N,171,E,46.75,171
46.797,N,179.007,E,46.8,179.01
46.867,N,176.998,W,46.87,-177
46.88,NA,159.32,E,46.88,159.32
46.91,N,169.64,E,46.91,169.64
46.92,N,172.65,E,46.92,172.65
46.928,N,166.998,E,46.93,167
46.928,N,178.495,E,46.93,178.5
46.942,N,175.007,E,46.94,175.01
46.98,N,161.04,E,46.98,161.04
46.987,N,162.623,E,46.99,162.62
46.99,N,162.7,E,46.99,162.7
47,N,149.993,E,47,149.99
47,N,159.17,E,47,159.17
47,N,162.915,E,47,162.91
47,N,175,E,47,175
47,N,149.993,W,47,-149.99
47.002,N,179.002,E,47,179
47.005,N,162.105,E,47.01,162.1
47.013,N,165.077,E,47.01,165.08
47.03,N,160.69,E,47.03,160.69
47.035,N,159.155,E,47.03,159.16
47.037,N,169.473,E,47.04,169.47
47.04,N,163.41,E,47.04,163.41
47.057,N,161.172,E,47.06,161.17
47.0757,N,145.114,E,47.08,145.11
47.08,N,167.49,E,47.08,167.49
47.17,N,166.75,E,47.17,166.75
47.17,N,171.15,E,47.17,171.15
47.303,N,165.05,E,47.3,165.05
47.308,N,169.337,E,47.31,169.34
47.33,N,163.17,E,47.33,163.17
47.33,N,169.33,E,47.33,169.33
47.332,N,165.045,E,47.33,165.04
47.34,N,163.65,E,47.34,163.65
47.34,N,165.23,E,47.34,165.23
47.35,N,159.84,E,47.35,159.84
47.412,N,166.853,E,47.41,166.85
47.418,N,163.887,E,47.42,163.89
47.428,NA,179.003,E,47.43,179
47.438,N,163.317,E,47.44,163.32
47.498,N,150.01,E,47.5,150.01
47.498,N,166.998,E,47.5,167
47.498,N,150.01,W,47.5,-150.01
47.55,N,161.4,E,47.55,161.4
47.62,N,169.435,E,47.62,169.44
47.667,N,160.002,E,47.67,160
47.667,N,162,E,47.67,162
47.67,N,161.31,E,47.67,161.31
47.69,N,169.67,E,47.69,169.67
47.737,N,177.003,W,47.74,-177
47.752,N,161.745,E,47.75,161.75
47.832,N,176.992,E,47.83,176.99
47.84,N,162.69,E,47.84,162.69
47.998,N,164.01,E,48,164.01
48,N,162.01,E,48,162.01
48,N,163.5,E,48,163.5
48,N,164,E,48,164
48,N,165.04,E,48,165.04
48,N,169,E,48,169
48.01,N,165.15,E,48.01,165.15
48.057,N,165.138,E,48.06,165.14
48.33,N,169.49,E,48.33,169.49
48.332,N,164.998,E,48.33,165
48.37,N,166.33,E,48.37,166.33
48.41,N,168.57,E,48.41,168.57
48.54,N,165.4,E,48.54,165.4
48.588,N,167.24,E,48.59,167.24
48.64,N,162.38,E,48.64,162.38
48.643,N,162.405,E,48.64,162.41
48.775,N,167.01,E,48.77,167.01
48.84,N,168.07,E,48.84,168.07
48.96,N,161.74,E,48.96,161.74
49.032,N,162.102,E,49.03,162.1
49.25,N,162.58,E,49.25,162.58
49.268,N,162.605,E,49.27,162.6
49.37,N,166.17,E,49.37,166.17
49.45,N,162.36,E,49.45,162.36
49.89,N,162.94,E,49.89,162.94
49.91,N,162.79,E,49.91,162.79
49.92,N,166.49,E,49.92,166.49
49.947,N,166.513,E,49.95,166.51
49.96,N,162.98,E,49.96,162.98
50,N,165.95,E,50,165.95
40.263,NA,164.847,W,40.26,-164.85
42.703,NA,164.855,W,42.7,-164.85
42.995,NA,165.005,W,42.99,-165
42.195,NA,165.098,W,42.2,-165.1
41.895,NA,168.197,W,41.9,-168.2
41.228,NA,168.84,W,41.23,-168.84
43.482,NA,168.865,W,43.48,-168.87
40.41,NA,168.965,W,40.41,-168.97
42.007,NA,168.985,W,42.01,-168.99
40.4,NA,168.995,W,40.4,-169
41.918,NA,169,W,41.92,-169
42.997,NA,173,W,43,-173
41.693,NA,173.002,W,41.69,-173
40.295,NA,173.008,W,40.3,-173.01
41.495,NA,176.99,W,41.49,-176.99
