Latitude_org,"N,S",Longitude_org,"E,W",Latitude,Longitude
39,N,146.05,E,39,146.05
39,N,146.09,E,39,146.09
39,N,146.15,E,39,146.15
39,N,146.167,E,39,146.17
39,N,146.25,E,39,146.25
39,N,146.45,E,39,146.45
39,N,146.5,E,39,146.5
39,N,146.65,E,39,146.65
39,N,146.76,E,39,146.76
39,N,146.983,E,39,146.98
39,N,147,E,39,147
39,N,147.017,E,39,147.02
39,N,147.25,E,39,147.25
39,N,147.278,E,39,147.28
39,N,147.5,E,39,147.5
39,N,147.983,E,39,147.98
39,N,148,E,39,148
39,N,148.02,E,39,148.02
39,N,148.25,E,39,148.25
39,N,148.983,E,39,148.98
39,N,149,E,39,149
39,N,149.017,E,39,149.02
39,N,149.5,E,39,149.5
39,N,149.75,E,39,149.75
39,N,149.983,E,39,149.98
39,N,150,E,39,150
39,N,151.98,E,39,151.98
39,N,159,E,39,159
39,N,160,E,39,160
39.001,N,138.999,E,39,139
39.001,N,139.502,E,39,139.5
39.002,NA,146.771,E,39,146.77
39.002,N,138.514,E,39,138.51
39.002,N,139.011,E,39,139.01
39.005,NA,146.757,E,39.01,146.76
39.005,NA,146.985,E,39.01,146.99
39.006,NA,146.748,E,39.01,146.75
39.006,NA,146.766,E,39.01,146.77
39.007,N,137.502,E,39.01,137.5
39.008,NA,146.775,E,39.01,146.78
39.008,N,146.457,E,39.01,146.46
39.015,N,147.242,E,39.02,147.24
39.015,N,159.028,E,39.02,159.03
39.017,NA,146.75,E,39.02,146.75
39.017,N,142,E,39.02,142
39.017,N,143,E,39.02,143
39.017,N,143.483,E,39.02,143.48
39.017,N,144.967,E,39.02,144.97
39.017,N,144.983,E,39.02,144.98
39.017,N,145,E,39.02,145
39.017,N,145.017,E,39.02,145.02
39.017,N,145.033,E,39.02,145.03
39.017,N,145.95,E,39.02,145.95
39.017,N,145.967,E,39.02,145.97
39.017,N,145.983,E,39.02,145.98
39.017,N,146,E,39.02,146
39.017,N,146.967,E,39.02,146.97
39.017,N,146.983,E,39.02,146.98
39.017,N,147,E,39.02,147
39.017,N,147.867,E,39.02,147.87
39.017,N,147.983,E,39.02,147.98
39.017,N,148,E,39.02,148
39.017,N,149,E,39.02,149
39.017,N,149.6,E,39.02,149.6
39.017,N,150.017,E,39.02,150.02
39.02,NA,143.127,E,39.02,143.13
39.02,N,143.007,E,39.02,143.01
39.027,N,146.92,E,39.03,146.92
39.03,N,157.95,E,39.03,157.95
39.033,NA,160.273,E,39.03,160.27
39.033,N,139.3,E,39.03,139.3
39.033,N,142.517,E,39.03,142.52
39.033,N,144.017,E,39.03,144.02
39.033,N,145,E,39.03,145
39.033,N,145.017,E,39.03,145.02
39.033,N,145.55,E,39.03,145.55
39.033,N,146,E,39.03,146
39.033,N,146.017,E,39.03,146.02
39.033,N,146.117,E,39.03,146.12
39.033,N,146.983,E,39.03,146.98
39.033,N,147.983,E,39.03,147.98
39.033,N,149.95,E,39.03,149.95
39.034,N,145.453,E,39.03,145.45
39.04,N,143.01,E,39.04,143.01
39.05,N,144.983,E,39.05,144.98
39.05,N,145.95,E,39.05,145.95
39.05,N,145.983,E,39.05,145.98
39.05,N,146.017,E,39.05,146.02
39.05,N,146.033,E,39.05,146.03
39.05,N,146.067,E,39.05,146.07
39.05,N,146.783,E,39.05,146.78
39.05,N,146.983,E,39.05,146.98
39.067,N,145,E,39.07,145
39.067,N,149.033,E,39.07,149.03
39.083,N,141.95,E,39.08,141.95
39.083,N,142.033,E,39.08,142.03
39.083,N,145.033,E,39.08,145.03
39.083,N,145.067,E,39.08,145.07
39.083,N,145.5,E,39.08,145.5
39.092,N,154.998,E,39.09,155
39.1,N,145.45,E,39.1,145.45
39.1,N,145.983,E,39.1,145.98
39.1,N,148.25,E,39.1,148.25
39.117,N,142.517,E,39.12,142.52
39.117,N,146,E,39.12,146
39.128,N,177.02,W,39.13,-177.02
39.133,N,144.5,E,39.13,144.5
39.135,N,164.843,E,39.13,164.84
39.163,N,174.942,E,39.16,174.94
39.165,N,146.003,E,39.16,146
39.167,N,142,E,39.17,142
39.167,N,144.5,E,39.17,144.5
39.167,N,145,E,39.17,145
39.167,N,145.333,E,39.17,145.33
39.167,N,145.833,E,39.17,145.83
39.167,N,146.2,E,39.17,146.2
39.167,N,146.617,E,39.17,146.62
39.167,N,146.833,E,39.17,146.83
39.167,N,147.333,E,39.17,147.33
39.183,N,144,E,39.18,144
39.183,N,145.483,E,39.18,145.48
39.188,N,155.003,E,39.19,155
39.2,N,145.467,E,39.2,145.47
39.2,N,146.733,E,39.2,146.73
39.215,N,176.98,W,39.22,-176.98
39.217,N,145.017,E,39.22,145.02
39.22,N,155.843,E,39.22,155.84
39.227,N,147,E,39.23,147
39.233,N,142.233,E,39.23,142.23
39.233,N,142.483,E,39.23,142.48
39.233,N,144.5,E,39.23,144.5
39.233,N,147.483,E,39.23,147.48
39.233,N,147.517,E,39.23,147.52
39.233,N,147.533,E,39.23,147.53
39.233,N,147.983,E,39.23,147.98
39.233,N,148.983,E,39.23,148.98
39.233,N,149.333,E,39.23,149.33
39.233,N,149.483,E,39.23,149.48
39.233,N,149.983,E,39.23,149.98
39.235,N,158.992,E,39.23,158.99
39.24,N,179,E,39.24,179
39.25,N,142,E,39.25,142
39.25,N,142.033,E,39.25,142.03
39.25,N,142.067,E,39.25,142.07
39.25,N,142.1,E,39.25,142.1
39.25,N,142.18,E,39.25,142.18
39.25,N,142.233,E,39.25,142.23
39.25,N,142.25,E,39.25,142.25
39.25,N,142.5,E,39.25,142.5
39.25,N,142.517,E,39.25,142.52
39.25,N,142.617,E,39.25,142.62
39.25,N,142.633,E,39.25,142.63
39.25,N,143.033,E,39.25,143.03
39.25,N,143.05,E,39.25,143.05
39.25,N,143.067,E,39.25,143.07
39.25,N,143.08,E,39.25,143.08
39.25,N,145.2,E,39.25,145.2
39.25,N,145.25,E,39.25,145.25
39.25,N,145.5,E,39.25,145.5
39.25,N,146,E,39.25,146
39.25,N,146.033,E,39.25,146.03
39.25,N,146.483,E,39.25,146.48
39.25,N,146.75,E,39.25,146.75
39.25,N,146.867,E,39.25,146.87
39.25,N,146.967,E,39.25,146.97
39.25,N,147,E,39.25,147
39.25,N,148,E,39.25,148
39.25,N,148.467,E,39.25,148.47
39.25,N,151,E,39.25,151
39.253,N,165.007,W,39.25,-165.01
39.253,N,176.993,W,39.25,-176.99
39.255,N,176.99,E,39.26,176.99
39.258,N,159.012,E,39.26,159.01
39.262,N,169.093,W,39.26,-169.09
39.263,N,151.003,E,39.26,151
39.263,N,179,E,39.26,179
39.267,N,138.883,E,39.27,138.88
39.267,N,142.183,E,39.27,142.18
39.267,N,142.5,E,39.27,142.5
39.267,N,142.583,E,39.27,142.58
39.267,N,142.617,E,39.27,142.62
39.267,N,143.05,E,39.27,143.05
39.267,N,143.25,E,39.27,143.25
39.267,N,149.017,E,39.27,149.02
39.27,N,143.98,E,39.27,143.98
39.273,N,175,E,39.27,175
39.28,N,144.039,E,39.28,144.04
39.28,N,145.84,E,39.28,145.84
39.28,N,157.93,E,39.28,157.93
39.283,N,142.617,E,39.28,142.62
39.283,N,143.017,E,39.28,143.02
39.283,N,145,E,39.28,145
39.283,N,145.983,E,39.28,145.98
39.2927,N,146.307,E,39.29,146.31
39.297,N,175.1,E,39.3,175.1
39.298,N,146.027,E,39.3,146.03
39.298,N,154.865,E,39.3,154.87
39.298,N,159,E,39.3,159
39.299,N,146.3,E,39.3,146.3
39.3,N,149.117,E,39.3,149.12
39.301,N,146.294,E,39.3,146.29
39.307,N,171,E,39.31,171
39.316,N,143.224,E,39.32,143.22
39.317,N,146,E,39.32,146
39.321,N,138.503,E,39.32,138.5
39.322,NA,147.148,E,39.32,147.15
39.327,NA,163.212,E,39.33,163.21
39.328,N,138.511,E,39.33,138.51
39.332,N,138.001,E,39.33,138
39.332,N,163.232,E,39.33,163.23
39.332,N,168.598,E,39.33,168.6
39.333,NA,175,E,39.33,175
39.333,N,137.497,E,39.33,137.5
39.333,N,138.5,E,39.33,138.5
39.333,N,141.133,E,39.33,141.13
39.333,N,142.5,E,39.33,142.5
39.333,N,142.917,E,39.33,142.92
39.333,N,143,E,39.33,143
39.333,N,145.083,E,39.33,145.08
39.333,N,145.167,E,39.33,145.17
39.333,N,145.25,E,39.33,145.25
39.333,N,145.417,E,39.33,145.42
39.333,N,145.583,E,39.33,145.58
39.333,N,145.75,E,39.33,145.75
39.333,N,145.933,E,39.33,145.93
39.333,N,146.25,E,39.33,146.25
39.333,N,146.5,E,39.33,146.5
39.333,N,147,E,39.33,147
39.333,N,147.667,E,39.33,147.67
39.333,N,148.417,E,39.33,148.42
39.333,N,148.75,E,39.33,148.75
39.334,N,138.993,E,39.33,138.99
39.334,N,139.818,E,39.33,139.82
39.335,N,139.002,E,39.34,139
39.335,N,139.487,E,39.34,139.49
39.335,N,142.437,E,39.34,142.44
39.335,N,179.002,E,39.34,179
39.337,N,139.502,E,39.34,139.5
39.337,N,172.922,E,39.34,172.92
39.338,N,138.001,E,39.34,138
39.338,N,177.073,W,39.34,-177.07
39.34,N,168.95,W,39.34,-168.95
39.35,N,148.75,E,39.35,148.75
39.357,NA,158.96,E,39.36,158.96
39.367,N,147.75,E,39.37,147.75
39.377,NA,151.168,E,39.38,151.17
39.383,N,145.333,E,39.38,145.33
39.383,N,145.567,E,39.38,145.57
39.385,NA,169.375,E,39.38,169.38
39.388,N,151.137,E,39.39,151.14
39.4,NA,142.978,E,39.4,142.98
39.4,N,145.983,E,39.4,145.98
39.4,N,147.017,E,39.4,147.02
39.4,N,168.987,W,39.4,-168.99
39.408,N,155.01,E,39.41,155.01
39.408,N,155.01,W,39.41,-155.01
39.412,NA,142.995,E,39.41,143
39.417,N,145.883,E,39.42,145.88
39.417,N,147,E,39.42,147
39.42,N,142.38,E,39.42,142.38
39.42,N,159,E,39.42,159
39.423,N,145.02,E,39.42,145.02
39.423,N,175.078,E,39.42,175.08
39.43,N,144.1,E,39.43,144.1
39.433,N,145.333,E,39.43,145.33
39.433,N,146.017,E,39.43,146.02
39.433,N,146.433,E,39.43,146.43
39.45,N,143.93,E,39.45,143.93
39.45,N,146,E,39.45,146
39.45,N,146.667,E,39.45,146.67
39.45,N,149.667,E,39.45,149.67
39.457,NA,146.532,E,39.46,146.53
39.467,N,145.033,E,39.47,145.03
39.467,N,146.383,E,39.47,146.38
39.467,N,160.75,E,39.47,160.75
39.467,N,175.003,E,39.47,175
39.477,N,146.677,E,39.48,146.68
39.48,N,142.31,E,39.48,142.31
39.48,N,144.822,E,39.48,144.82
39.483,N,142.167,E,39.48,142.17
39.483,N,142.333,E,39.48,142.33
39.483,N,142.4,E,39.48,142.4
39.483,N,142.483,E,39.48,142.48
39.483,N,142.5,E,39.48,142.5
39.483,N,144,E,39.48,144
39.483,N,144.017,E,39.48,144.02
39.483,N,145.25,E,39.48,145.25
39.483,N,145.5,E,39.48,145.5
39.483,N,145.517,E,39.48,145.52
39.483,N,145.983,E,39.48,145.98
39.483,N,146,E,39.48,146
39.483,N,146.017,E,39.48,146.02
39.483,N,146.317,E,39.48,146.32
39.483,N,147,E,39.48,147
39.483,N,147.5,E,39.48,147.5
39.483,N,148.983,E,39.48,148.98
39.483,N,149.667,E,39.48,149.67
39.483,N,158.5,E,39.48,158.5
39.483,N,159.25,E,39.48,159.25
39.49,NA,146.514,E,39.49,146.51
39.49,N,143.11,E,39.49,143.11
39.49,N,170.387,E,39.49,170.39
39.492,N,167.647,E,39.49,167.65
39.493,N,142.36,E,39.49,142.36
39.493,N,142.997,E,39.49,143
39.493,N,175.005,E,39.49,175
39.494,N,142.382,E,39.49,142.38
39.495,NA,146.502,E,39.49,146.5
39.495,N,147.008,E,39.49,147.01
39.495,N,173.003,W,39.49,-173
39.497,NA,146.501,E,39.5,146.5
39.497,N,138.001,E,39.5,138
39.497,N,138.5,E,39.5,138.5
39.498,NA,146.512,E,39.5,146.51
39.498,N,146.987,E,39.5,146.99
39.498,N,150,E,39.5,150
39.498,N,166.993,E,39.5,166.99
39.5,NA,145.788,E,39.5,145.79
39.5,NA,145.8,E,39.5,145.8
39.5,NA,146.917,E,39.5,146.92
39.5,NA,148.067,E,39.5,148.07
39.5,NA,160,E,39.5,160
39.5,N,139.001,E,39.5,139
39.5,N,139.006,E,39.5,139.01
39.5,N,139.489,E,39.5,139.49
39.5,N,139.832,E,39.5,139.83
39.5,N,142.067,E,39.5,142.07
39.5,N,142.15,E,39.5,142.15
39.5,N,142.33,E,39.5,142.33
39.5,N,142.34,E,39.5,142.34
39.5,N,142.5,E,39.5,142.5
39.5,N,142.65,E,39.5,142.65
39.5,N,142.983,E,39.5,142.98
39.5,N,143,E,39.5,143
39.5,N,143.017,E,39.5,143.02
39.5,N,143.17,E,39.5,143.17
39.5,N,143.5,E,39.5,143.5
39.5,N,143.983,E,39.5,143.98
39.5,N,144,E,39.5,144
39.5,N,144.3,E,39.5,144.3
39.5,N,144.49,E,39.5,144.49
39.5,N,144.5,E,39.5,144.5
39.5,N,144.983,E,39.5,144.98
39.5,N,145,E,39.5,145
39.5,N,145.25,E,39.5,145.25
39.5,N,145.333,E,39.5,145.33
39.5,N,145.783,E,39.5,145.78
39.5,N,145.983,E,39.5,145.98
39.5,N,146,E,39.5,146
39.5,N,146.017,E,39.5,146.02
39.5,N,146.283,E,39.5,146.28
39.5,N,146.333,E,39.5,146.33
39.5,N,146.66,E,39.5,146.66
39.5,N,146.67,E,39.5,146.67
39.5,N,146.683,E,39.5,146.68
39.5,N,147,E,39.5,147
39.5,N,147.5,E,39.5,147.5
39.5,N,147.667,E,39.5,147.67
39.5,N,148,E,39.5,148
39.5,N,148.233,E,39.5,148.23
39.5,N,148.583,E,39.5,148.58
39.5,N,149.983,E,39.5,149.98
39.5,N,177.01,E,39.5,177.01
39.5,N,169,W,39.5,-169
39.502,NA,170.002,E,39.5,170
39.502,N,137.504,E,39.5,137.5
39.502,N,137.989,E,39.5,137.99
39.502,N,139.503,E,39.5,139.5
39.502,N,143.197,E,39.5,143.2
39.502,N,175.043,E,39.5,175.04
39.504,N,138.469,E,39.5,138.47
39.506,N,143.204,E,39.51,143.2
39.507,NA,146.521,E,39.51,146.52
39.507,NA,147.003,E,39.51,147
39.507,N,159.008,E,39.51,159.01
39.508,NA,146.501,E,39.51,146.5
39.508,N,144.017,E,39.51,144.02
39.508,N,159.033,E,39.51,159.03
39.517,N,142.5,E,39.52,142.5
39.517,N,142.783,E,39.52,142.78
39.517,N,143.55,E,39.52,143.55
39.517,N,145,E,39.52,145
39.517,N,145.133,E,39.52,145.13
39.517,N,145.35,E,39.52,145.35
39.517,N,145.583,E,39.52,145.58
39.517,N,145.983,E,39.52,145.98
39.517,N,146,E,39.52,146
39.517,N,146.017,E,39.52,146.02
39.517,N,146.167,E,39.52,146.17
39.521,NA,146.501,E,39.52,146.5
39.522,N,171.002,E,39.52,171
39.523,NA,146.489,E,39.52,146.49
39.53,NA,146.56,E,39.53,146.56
39.532,N,159.013,E,39.53,159.01
39.533,N,142.267,E,39.53,142.27
39.533,N,142.317,E,39.53,142.32
39.533,N,142.55,E,39.53,142.55
39.533,N,142.683,E,39.53,142.68
39.533,N,142.75,E,39.53,142.75
39.533,N,142.983,E,39.53,142.98
39.533,N,143.117,E,39.53,143.12
39.533,N,143.183,E,39.53,143.18
39.533,N,145.917,E,39.53,145.92
39.533,N,146,E,39.53,146
39.533,N,146.514,E,39.53,146.51
39.533,N,148,E,39.53,148
39.54,NA,142.898,E,39.54,142.9
39.54,N,144.08,E,39.54,144.08
39.545,N,167,E,39.55,167
39.547,N,143.975,E,39.55,143.97
39.55,N,142.75,E,39.55,142.75
39.55,N,145,E,39.55,145
39.56,NA,154.998,E,39.56,155
39.567,N,145.033,E,39.57,145.03
39.57,N,142.985,E,39.57,142.99
39.57,N,143.2,E,39.57,143.2
39.57,N,179.007,E,39.57,179.01
39.583,N,144.983,E,39.58,144.98
39.588,N,143.068,E,39.59,143.07
39.591,N,146.153,E,39.59,146.15
39.5952,N,146.1695,E,39.6,146.17
39.5973,N,146.145,E,39.6,146.15
39.598,N,146.143,E,39.6,146.14
39.603,N,173.007,W,39.6,-173.01
39.612,NA,149.915,E,39.61,149.91
39.617,N,147,E,39.62,147
39.617,N,148.983,E,39.62,148.98
39.618,NA,171.005,E,39.62,171
39.65,N,144.85,E,39.65,144.85
39.65,N,145.017,E,39.65,145.02
39.65,N,146,E,39.65,146
39.655,N,162.998,E,39.66,163
39.667,N,142.833,E,39.67,142.83
39.667,N,143.833,E,39.67,143.83
39.667,N,145.333,E,39.67,145.33
39.667,N,145.55,E,39.67,145.55
39.667,N,145.833,E,39.67,145.83
39.667,N,146.333,E,39.67,146.33
39.667,N,146.833,E,39.67,146.83
39.667,N,146.967,E,39.67,146.97
39.667,N,147.333,E,39.67,147.33
39.667,N,147.983,E,39.67,147.98
39.683,N,145,E,39.68,145
39.683,N,149.5,E,39.68,149.5
39.695,N,175.002,E,39.7,175
39.7,N,149.5,E,39.7,149.5
39.71,N,147.04,E,39.71,147.04
39.717,NA,146.995,E,39.72,147
39.72,N,158.998,E,39.72,159
39.733,N,146,E,39.73,146
39.742,N,165.003,W,39.74,-165
39.743,N,157.112,E,39.74,157.11
39.743,N,169,E,39.74,169
39.75,N,142.667,E,39.75,142.67
39.75,N,145.667,E,39.75,145.67
39.75,N,146.667,E,39.75,146.67
39.75,N,147.333,E,39.75,147.33
39.75,N,148,E,39.75,148
39.75,N,148.017,E,39.75,148.02
39.75,N,148.667,E,39.75,148.67
39.75,N,150,E,39.75,150
39.75,N,165.007,W,39.75,-165.01
39.755,N,159.038,E,39.76,159.04
39.757,N,150,E,39.76,150
39.757,N,160.005,E,39.76,160
39.757,N,150,W,39.76,-150
39.757,N,160.005,W,39.76,-160
39.76,N,143,E,39.76,143
39.762,N,158.998,E,39.76,159
39.778,N,158.993,E,39.78,158.99
39.78,N,146.18,E,39.78,146.18
39.783,N,145.05,E,39.78,145.05
39.783,N,145.617,E,39.78,145.62
39.783,N,164.193,E,39.78,164.19
39.79,N,171.007,E,39.79,171.01
39.795,N,171.012,E,39.8,171.01
39.802,N,163.025,E,39.8,163.03
39.812,N,164.997,W,39.81,-165
39.817,N,144.667,E,39.82,144.67
39.817,N,147,E,39.82,147
39.83,N,146.83,E,39.83,146.83
39.832,N,146.997,E,39.83,147
39.833,NA,146.5,E,39.83,146.5
39.833,N,142.5,E,39.83,142.5
39.833,N,144.983,E,39.83,144.98
39.833,N,147.683,E,39.83,147.68
39.848,N,174.973,E,39.85,174.97
39.85,N,145.067,E,39.85,145.07
39.85,N,156.905,E,39.85,156.91
39.852,N,162.997,E,39.85,163
39.855,N,142.845,E,39.85,142.84
39.862,N,174.995,E,39.86,175
39.863,N,163.005,E,39.86,163
39.867,N,145,E,39.87,145
39.867,N,145.533,E,39.87,145.53
39.867,N,157.063,E,39.87,157.06
39.873,N,175.002,E,39.87,175
39.883,N,146.083,E,39.88,146.08
39.885,N,163.118,E,39.88,163.12
39.9,N,146.7,E,39.9,146.7
39.902,N,143.105,E,39.9,143.1
39.907,N,142.362,E,39.91,142.36
39.907,N,177.128,W,39.91,-177.13
39.912,N,164.313,E,39.91,164.31
39.915,N,166.778,E,39.91,166.78
39.932,N,147.247,E,39.93,147.25
39.933,N,146.067,E,39.93,146.07
39.935,NA,147.235,E,39.94,147.24
39.95,N,142.33,E,39.95,142.33
39.95,N,144.533,E,39.95,144.53
39.95,N,145,E,39.95,145
39.95,N,145.017,E,39.95,145.02
39.95,N,145.517,E,39.95,145.52
39.95,N,145.933,E,39.95,145.93
39.95,N,146.5,E,39.95,146.5
39.95,N,147,E,39.95,147
39.95,N,147.25,E,39.95,147.25
39.95,N,147.5,E,39.95,147.5
39.95,N,150.067,E,39.95,150.07
39.955,N,144.005,E,39.95,144
39.958,N,154.995,E,39.96,155
39.967,N,144,E,39.97,144
39.967,N,144.05,E,39.97,144.05
39.967,N,144.5,E,39.97,144.5
39.967,N,144.95,E,39.97,144.95
39.967,N,144.967,E,39.97,144.97
39.967,N,144.983,E,39.97,144.98
39.967,N,145.05,E,39.97,145.05
39.967,N,145.167,E,39.97,145.17
39.967,N,145.45,E,39.97,145.45
39.967,N,145.517,E,39.97,145.52
39.967,N,145.917,E,39.97,145.92
39.967,N,145.967,E,39.97,145.97
39.967,N,145.983,E,39.97,145.98
39.967,N,146.05,E,39.97,146.05
39.967,N,148,E,39.97,148
39.967,N,149.517,E,39.97,149.52
39.98,N,150.212,E,39.98,150.21
39.983,N,142.483,E,39.98,142.48
39.983,N,142.517,E,39.98,142.52
39.983,N,142.533,E,39.98,142.53
39.983,N,142.767,E,39.98,142.77
39.983,N,142.983,E,39.98,142.98
39.983,N,143.5,E,39.98,143.5
39.983,N,143.967,E,39.98,143.97
39.983,N,143.983,E,39.98,143.98
39.983,N,144,E,39.98,144
39.983,N,144.15,E,39.98,144.15
39.983,N,144.983,E,39.98,144.98
39.983,N,145,E,39.98,145
39.983,N,145.017,E,39.98,145.02
39.983,N,145.183,E,39.98,145.18
39.983,N,145.617,E,39.98,145.62
39.983,N,145.75,E,39.98,145.75
39.983,N,145.967,E,39.98,145.97
39.983,N,145.983,E,39.98,145.98
39.983,N,146,E,39.98,146
39.983,N,146.017,E,39.98,146.02
39.983,N,146.5,E,39.98,146.5
39.983,N,146.567,E,39.98,146.57
39.983,N,147.45,E,39.98,147.45
39.983,N,147.967,E,39.98,147.97
39.983,N,147.983,E,39.98,147.98
39.983,N,148,E,39.98,148
39.983,N,149.533,E,39.98,149.53
39.983,N,149.967,E,39.98,149.97
39.983,N,149.983,E,39.98,149.98
39.983,N,150,E,39.98,150
39.983,N,152,E,39.98,152
39.987,NA,146.253,E,39.99,146.25
39.987,NA,163.047,E,39.99,163.05
39.987,N,178.988,E,39.99,178.99
39.991,NA,146.242,E,39.99,146.24
39.991,NA,146.264,E,39.99,146.26
39.991,N,138.51,E,39.99,138.51
39.992,N,168.997,E,39.99,169
39.997,NA,146.263,E,40,146.26
39.997,NA,162.998,E,40,163
39.997,N,138.498,E,40,138.5
39.997,N,150.993,E,40,150.99
39.997,N,175.005,E,40,175
39.998,NA,146.249,E,40,146.25
39.998,N,139.501,E,40,139.5
39.998,N,172.99,E,40,172.99
40,NA,146.55,E,40,146.55
40,NA,147.717,E,40,147.72
40,N,138.001,E,40,138
40,N,138.009,E,40,138.01
40,N,139,E,40,139
40,N,139.58,E,40,139.58
40,N,140.25,E,40,140.25
40,N,141.98,E,40,141.98
40,N,142.433,E,40,142.43
40,N,142.483,E,40,142.48
40,N,142.5,E,40,142.5
40,N,142.6,E,40,142.6
40,N,142.617,E,40,142.62
40,N,142.65,E,40,142.65
40,N,142.8,E,40,142.8
40,N,142.867,E,40,142.87
40,N,142.967,E,40,142.97
40,N,143,E,40,143
40,N,143.017,E,40,143.02
40,N,143.033,E,40,143.03
40,N,143.05,E,40,143.05
40,N,143.267,E,40,143.27
40,N,143.483,E,40,143.48
40,N,143.5,E,40,143.5
40,N,144,E,40,144
40,N,144.017,E,40,144.02
40,N,144.5,E,40,144.5
40,N,144.95,E,40,144.95
40,N,144.967,E,40,144.97
40,N,144.983,E,40,144.98
40,N,145,E,40,145
40,N,145.017,E,40,145.02
40,N,145.05,E,40,145.05
40,N,145.25,E,40,145.25
40,N,145.333,E,40,145.33
40,N,145.5,E,40,145.5
40,N,145.583,E,40,145.58
40,N,145.667,E,40,145.67
40,N,145.933,E,40,145.93
40,N,145.95,E,40,145.95
40,N,145.967,E,40,145.97
40,N,145.983,E,40,145.98
40,N,146,E,40,146
40,N,146.017,E,40,146.02
40,N,146.033,E,40,146.03
40,N,146.15,E,40,146.15
40,N,146.167,E,40,146.17
40,N,146.417,E,40,146.42
40,N,146.49,E,40,146.49
40,N,146.5,E,40,146.5
40,N,146.555,E,40,146.56
40,N,146.983,E,40,146.98
40,N,147,E,40,147
40,N,147.017,E,40,147.02
40,N,147.167,E,40,147.17
40,N,147.5,E,40,147.5
40,N,147.533,E,40,147.53
40,N,147.667,E,40,147.67
40,N,147.967,E,40,147.97
40,N,147.983,E,40,147.98
40,N,148,E,40,148
40,N,148.017,E,40,148.02
40,N,148.217,E,40,148.22
40,N,148.233,E,40,148.23
40,N,148.25,E,40,148.25
40,N,148.717,E,40,148.72
40,N,148.75,E,40,148.75
40,N,149,E,40,149
40,N,149.5,E,40,149.5
40,N,149.967,E,40,149.97
40,N,149.983,E,40,149.98
40,N,150,E,40,150
40,N,150.017,E,40,150.02
40,N,150.05,E,40,150.05
40.001,N,138.463,E,40,138.46
40.002,N,155.002,E,40,155
40.002,N,165.237,E,40,165.24
40.003,N,146.231,E,40,146.23
40.003,N,170.98,E,40,170.98
40.005,N,142.995,E,40.01,143
40.006,NA,146.239,E,40.01,146.24
40.008,NA,146.247,E,40.01,146.25
40.008,NA,146.262,E,40.01,146.26
40.008,N,155.523,E,40.01,155.52
40.012,N,139.5,E,40.01,139.5
40.014,N,138.5,E,40.01,138.5
40.014,N,139.478,E,40.01,139.48
40.016,N,138.995,E,40.02,139
40.016,N,139.488,E,40.02,139.49
40.017,N,142,E,40.02,142
40.017,N,142.667,E,40.02,142.67
40.017,N,142.967,E,40.02,142.97
40.017,N,143,E,40.02,143
40.017,N,143.45,E,40.02,143.45
40.017,N,144,E,40.02,144
40.017,N,144.017,E,40.02,144.02
40.017,N,144.983,E,40.02,144.98
40.017,N,145,E,40.02,145
40.017,N,145.017,E,40.02,145.02
40.017,N,145.483,E,40.02,145.48
40.017,N,145.967,E,40.02,145.97
40.017,N,145.983,E,40.02,145.98
40.017,N,146,E,40.02,146
40.017,N,146.017,E,40.02,146.02
40.017,N,146.033,E,40.02,146.03
40.017,N,147.233,E,40.02,147.23
40.017,N,148.017,E,40.02,148.02
40.017,N,148.367,E,40.02,148.37
40.017,N,150.017,E,40.02,150.02
40.017,N,150.05,E,40.02,150.05
40.018,N,164.993,W,40.02,-164.99
40.023,NA,163.075,E,40.02,163.07
40.028,NA,157.953,E,40.03,157.95
40.03,N,142.262,E,40.03,142.26
40.033,N,143,E,40.03,143
40.033,N,143.083,E,40.03,143.08
40.033,N,143.933,E,40.03,143.93
40.033,N,144,E,40.03,144
40.033,N,144.967,E,40.03,144.97
40.033,N,144.983,E,40.03,144.98
40.033,N,145,E,40.03,145
40.033,N,145.467,E,40.03,145.47
40.033,N,146,E,40.03,146
40.033,N,146.017,E,40.03,146.02
40.033,N,146.183,E,40.03,146.18
40.033,N,148.033,E,40.03,148.03
40.04,NA,146.248,E,40.04,146.25
40.045,N,158.998,E,40.05,159
40.048,N,163.162,E,40.05,163.16
40.05,N,142.417,E,40.05,142.42
40.05,N,144,E,40.05,144
40.05,N,145,E,40.05,145
40.05,N,145.017,E,40.05,145.02
40.05,N,145.333,E,40.05,145.33
40.05,N,145.483,E,40.05,145.48
40.05,N,145.983,E,40.05,145.98
40.05,N,148.467,E,40.05,148.47
40.05,N,171.002,E,40.05,171
40.063,N,173.12,W,40.06,-173.12
40.065,N,162.448,E,40.06,162.45
40.067,N,144.517,E,40.07,144.52
40.067,N,145,E,40.07,145
40.075,N,158.918,E,40.08,158.92
40.083,N,144.05,E,40.08,144.05
40.083,N,145,E,40.08,145
40.083,N,147.367,E,40.08,147.37
40.087,NA,151,E,40.09,151
40.093,N,178.998,E,40.09,179
40.097,NA,157.257,E,40.1,157.26
40.1,N,145.023,E,40.1,145.02
40.1,N,145.983,E,40.1,145.98
40.1,N,146.75,E,40.1,146.75
40.1,N,175.01,E,40.1,175.01
40.107,N,146.448,E,40.11,146.45
40.11,N,177,E,40.11,177
40.12,N,167.042,E,40.12,167.04
40.122,NA,154.975,E,40.12,154.97
